Feature ID	Taxon
4459	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;
4460	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;
4461	Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Aphanizomenonaceae;Cylindrospermopsis;
4462	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4463	Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;
4464	Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Micrococcus;
4465	Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;
4466	Archaea;Euryarchaeota;Methanomicrobia;Methanocellales;Methanocellaceae;Methanocella;
4467	Archaea;Euryarchaeota;Methanomicrobia;Methanocellales;Methanocellaceae;Methanocella;
4468	Archaea;Euryarchaeota;Methanomicrobia;Methanocellales;Methanocellaceae;Methanocella;
4469	Archaea;Euryarchaeota;Methanomicrobia;Methanocellales;Methanocellaceae;Methanocella;
4470	Bacteria;Synergistota;Synergistia;Synergistales;Dethiosulfovibrionaceae;Pyramidobacter;
4471	Bacteria;Synergistota;Synergistia;Synergistales;Dethiosulfovibrionaceae;Pyramidobacter;
4472	Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Aphanizomenonaceae;Cylindrospermopsis;
4473	Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia;
4474	Bacteria;Planctomycetota;Planctomycetacia;Pirellulales;Pirellulaceae;Pirellula;
4475	Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia;
4476	Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;
4477	Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;
4478	Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;
4479	Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;
4480	Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;
4481	Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;
4482	Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;
4483	Bacteria;Planctomycetota;Planctomycetacia;Pirellulales;Pirellulaceae;Pirellula;
4484	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4485	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4486	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4487	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4488	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4489	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4490	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4491	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4492	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4493	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4494	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4495	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4496	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4497	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4498	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4499	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4500	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4501	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4502	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4503	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4504	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4505	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4506	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4507	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4508	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4509	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4510	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4511	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4512	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4513	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4514	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4515	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4516	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4517	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4518	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4519	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4520	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4521	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4522	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4523	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4524	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4525	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4526	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4527	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4528	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4529	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4530	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4531	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4532	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4533	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4534	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4535	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4536	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4537	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4538	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4539	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4540	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4541	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4542	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4543	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4544	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4545	Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
4546	Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;
4547	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4548	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;
4549	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;
4550	Bacteria;Aquificota;Aquificae;Aquificales;Aquificaceae;Hydrogenobacter;
4551	Bacteria;Aquificota;Aquificae;Aquificales;Aquificaceae;Hydrogenobacter;
4552	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;
4553	Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium;
4554	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4555	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4556	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;
4557	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;
4558	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;
4559	Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium;
4560	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;
4561	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;
4562	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;
4563	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;
4564	Bacteria;Aquificota;Aquificae;Aquificales;Aquificaceae;Thermocrinis;
4565	Bacteria;Bacillota;Clostridia;Eubacteriales;
4566	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;
4567	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;
4568	Bacteria;Bacillota;Clostridia;Eubacteriales;
4569	Bacteria;Verrucomicrobiota;Methylacidiphilae;Methylacidiphilales;Methylacidiphilaceae;Methylacidiphilum;
4570	Bacteria;Aquificota;Aquificae;Aquificales;Aquificaceae;Thermocrinis;
4571	Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Micrococcus;
4572	Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Micrococcus;
4573	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;
4574	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4575	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4576	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4577	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4578	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4579	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;
4580	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4581	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4582	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4583	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4584	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4585	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4586	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4587	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4588	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4589	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4590	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4591	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4592	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;
4593	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;
4594	Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;
4595	Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;
4596	Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Geovibrionaceae;Denitrovibrio;
4597	Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;
4598	Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;
4599	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;
4600	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;
4601	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;
4602	Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Geovibrionaceae;Denitrovibrio;
4603	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4604	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4605	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4606	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4607	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4608	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4609	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4610	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4611	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4612	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4613	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4614	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4615	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4616	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4617	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4618	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4619	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4620	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4621	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4622	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4623	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4624	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4625	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4626	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4627	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4628	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4629	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4630	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4631	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4632	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4633	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4634	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4635	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4636	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4637	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4638	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4639	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4640	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4641	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4642	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4643	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4644	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4645	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4646	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4647	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4648	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4649	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4650	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4651	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4652	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4653	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4654	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4655	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4656	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4657	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4658	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4659	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4660	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4661	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4662	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4663	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4664	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4665	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4666	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4667	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4668	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4669	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4670	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4671	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4672	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4673	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4674	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4675	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4676	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4677	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4678	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4679	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4680	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4681	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4682	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4683	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4684	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4685	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4686	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4687	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4688	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4689	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4690	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4691	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4692	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4693	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4694	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4695	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4696	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4697	Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia;
4698	Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Chroococcaceae;Gloeocapsopsis;
4699	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio;
4700	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;
4701	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;
4702	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;
4703	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;
4704	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;
4705	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;
4706	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Sideroxydans;
4707	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Sideroxydans;
4708	Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;
4709	Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;
4710	Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylovulum;
4711	Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;
4712	Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;
4713	Bacteria;Verrucomicrobiota;Opitutae;Puniceicoccales;Puniceicoccaceae;Coraliomargarita;
4714	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
4715	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
4716	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
4717	Bacteria;Verrucomicrobiota;Opitutae;Puniceicoccales;Puniceicoccaceae;Coraliomargarita;
4718	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodobacter;
4719	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodobacter;
4720	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodobacter;
4721	Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriotales;Fusobacteriotaceae;Fusobacterium;
4722	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanohalophilus;
4723	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodobacter;
4724	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodobacter;
4725	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodobacter;
4726	Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriotales;Fusobacteriotaceae;Fusobacterium;
4727	Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae;Brevibacterium;
4728	Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Gordonibacter;
4729	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;
4730	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;
4731	Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;
4732	Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae;Brevibacterium;
4733	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;
4734	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;
4735	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
4736	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
