#OTU ID	SF1_B1_T0_R1_001.fastq	SF1_B1_T0_Root_R1_001.fastq	SF1_B1_T4_R1_001.fastq	SF1_B1_T4_Root_R1_001.fastq	SF1_B2_T0_R1_001.fastq	SF1_B2_T0_Root_R1_001.fastq	SF1_B2_T4_R1_001.fastq	SF1_B2_T4_Root_R1_001.fastq	SF1_B3_T0_R1_001.fastq	SF1_B3_T0_Root_R1_001.fastq	SF1_B3_T4_Root_R1_001.fastq	SF1_B4_T0_R1_001.fastq	SF1_B4_T0_Root_R1_001.fastq	SF1_B4_T4_R1_001.fastq	SF1_B4_T4_Root_R1_001.fastq	SF2_B1_T0_R1_001.fastq	SF2_B1_T4_R1_001.fastq	SF2_B1_T4_Root_R1_001.fastq	SF2_B2_T0_R1_001.fastq	SF2_B2_T4_R1_001.fastq	SF2_B2_T4_Root_R1_001.fastq	SF2_B3_T0_R1_001.fastq	SF2_B3_T4_R1_001.fastq	SF2_B3_T4_Root_R1_001.fastq	SF2_B4_T0_R1_001.fastq	SF2_B4_T4_R1_001.fastq	SF2_B4_T4_Root_R1_001.fastq	SF3_B1_T0_R1_001.fastq	SF3_B1_T0_Root_R1_001.fastq	SF3_B1_T4_R1_001.fastq	SF3_B1_T4_Root_R1_001.fastq	SF3_B2_T0_R1_001.fastq	SF3_B2_T0_Root_R1_001.fastq	SF3_B2_T4_R1_001.fastq	SF3_B2_T4_Root_R1_001.fastq	SF3_B3_T0_R1_001.fastq	SF3_B3_T0_Root_R1_001.fastq	SF3_B3_T4_R1_001.fastq	SF3_B3_T4_Root_R1_001.fastq	SF3_B4_T0_R1_001.fastq	SF3_B4_T0_Root_R1_001.fastq	SF3_B4_T4_R1_001.fastq	SF3_B4_T4_Root_R1_001.fastq	SF4_B1_T0_R1_001.fastq	SF4_B1_T4_R1_001.fastq	SF4_B1_T4_Root_R1_001.fastq	SF4_B2_T0_R1_001.fastq	SF4_B2_T4_R1_001.fastq	SF4_B2_T4_Root_R1_001.fastq	SF4_B3_T0_R1_001.fastq	SF4_B3_T4_R1_001.fastq	SF4_B3_T4_Root_R1_001.fastq	Sf4_B4_T0_R1_001.fastq	SF4_B4_T4_R1_001.fastq	SF4_B4_T4_Root_R1_001.fastq	SF6_B1_T0_R1_001.fastq	SF6_B1_T4_R1_001.fastq	SF6_B1_T4_Root_R1_001.fastq	SF6_B2_T0_R1_001.fastq	SF6_B2_T4_R1_001.fastq	SF6_B2_T4_Root_R1_001.fastq	SF6_B3_T0_R1_001.fastq	SF6_B3_T4_R1_001.fastq	SF6_B3_T4_Root_R1_001.fastq	SF6_B4_T0_R1_001.fastq	SF6_B4_T4_R1_001.fastq	SF6_B4_T4_Root_R1_001.fastq	SF8_B1_T0_R1_001.fastq	SF8_B1_T0_Root_R1_001.fastq	SF8_B1_T4_R1_001.fastq	SF8_B1_T4_Root_R1_001.fastq	SF8_B2_T0_R1_001.fastq	SF8_B2_T0_Root_R1_001.fastq	SF8_B2_T4_R1_001.fastq	SF8_B2_T4_Root_R1_001.fastq	SF8_B3_T0_R1_001.fastq	SF8_B3_T0_Root_R1_001.fastq	SF8_B3_T4_R1_001.fastq	SF8_B3_T4_Root_R1_001.fastq	SF8_B4_T0_R1_001.fastq	SF8_B4_T0_Root_R1_001.fastq	SF8_B4_T4_R1_001.fastq	SF8_B4_T4_Root_R1_001.fastq
M02808:184:000000000-LYVHM:1:2110:13840:21583	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:2109:9421:13554	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
M02808:184:000000000-LYVHM:1:1107:24399:7522	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	12	5	0	0	0	0	14	0	3	0	0
M02808:184:000000000-LYVHM:1:1111:6328:17671	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1105:17345:20715	0	0	0	0	2	0	0	0	8	47	0	124	34	42	0	0	0	0	0	0	0	19	3	10	72	27	0	0	0	0	0	0	0	0	0	2	41	0	40	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
M02808:184:000000000-LYVHM:1:2110:13234:18034	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	13	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1113:24342:10813	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:2105:13713:26266	0	0	0	0	0	45	0	10	0	0	0	0	0	0	41	0	4	0	0	0	17	0	0	36	0	0	0	9	31	0	0	1	0	0	19	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	18	0	8	0	13	0	0	0	16	0	0	0	0
M02808:184:000000000-LYVHM:1:2106:20893:21697	0	0	0	0	0	25	0	20	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	24	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	34
M02808:184:000000000-LYVHM:1:2108:5829:22462	0	0	0	0	0	7	0	0	5	0	0	29	0	6	0	0	0	0	0	0	0	8	2	0	0	0	0	10	2	0	0	0	0	0	0	3	0	0	0	0	0	2	0	3	0	0	0	0	0	0	2	0	12	1	0	0	0	0	0	0	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	3	0
M02808:184:000000000-LYVHM:1:2107:14474:7543	0	0	0	0	0	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1111:21818:14599	0	0	0	0	0	30	0	0	9	25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	14	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	17	0	0	0	34	0	45	0	0
M02808:184:000000000-LYVHM:1:1102:26483:23336	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	11	0	1	0
M02808:184:000000000-LYVHM:1:2113:17210:25254	0	0	0	0	0	51	0	0	0	0	0	9	0	0	0	0	1	0	23	0	0	24	0	0	12	0	0	14	0	0	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	3	0	46	4	3	0	0	0	0	0	0	0	0	0	19	0	0	0	30	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:2111:19567:18735	0	0	0	0	0	11	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1108:21659:4186	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1103:15806:3409	0	0	0	0	0	24	0	76	28	3	0	0	0	0	72	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	34	0	0	0	0	17	0	0	33	0	0	0	0	0	0	0	0	0	61	0	0	11	0	0	0	0	0	0	0	19	0	0	0	130	0	0	71	0	72	0	0	0	0	0	0	0	0	0	0	0	0	15	38
M02808:184:000000000-LYVHM:1:1108:11034:17606	0	0	0	0	0	93	0	0	0	0	0	0	63	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1105:21879:4036	0	0	0	0	0	17	3	0	8	0	0	0	3	22	13	0	0	11	0	0	14	0	0	0	0	0	3	35	0	0	2	28	36	0	0	0	0	0	22	6	0	10	0	4	0	10	0	0	16	0	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	5	3	0	14	0	0	0	13	0	0	30	6	0	36	16	7	3	2
M02808:184:000000000-LYVHM:1:2113:13278:19232	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:2113:14459:21668	0	0	0	0	0	54	0	2	38	20	18	0	0	0	28	0	0	48	0	0	0	0	0	43	0	0	45	0	45	0	0	0	73	0	73	0	45	0	0	0	29	0	0	0	0	25	0	0	13	0	0	29	0	21	0	0	2	20	0	30	0	0	0	45	0	7	31	0	16	0	16	0	101	0	31	0	51	0	56	0	0	18	0
M02808:184:000000000-LYVHM:1:1105:21847:16186	0	0	0	0	0	18	0	0	23	0	0	0	21	0	0	0	0	0	0	0	21	0	0	0	0	2	65	0	20	0	0	1	0	0	0	3	44	0	0	0	0	2	0	0	0	0	0	2	63	0	0	22	0	22	0	0	0	0	0	40	0	0	17	0	2	12	0	0	23	0	0	0	0	0	17	0	33	0	0	0	0	1	0
M02808:184:000000000-LYVHM:1:1104:13222:19623	0	0	0	0	0	30	18	0	16	0	0	0	0	0	0	0	0	1	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1105:5544:11527	0	0	0	0	0	13	11	2	2	34	0	1	0	0	3	0	0	12	0	0	0	0	0	2	0	2	1	0	3	0	5	0	0	0	0	0	15	0	5	0	7	0	8	0	0	4	0	0	0	0	0	2	0	7	1	0	0	6	0	0	3	0	2	7	0	19	1	0	14	0	17	0	6	0	9	0	2	0	11	0	5	0	24
M02808:184:000000000-LYVHM:1:2104:5057:15275	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M02808:184:000000000-LYVHM:1:2102:11550:23520	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1108:10678:9798	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1102:10689:15956	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1109:16982:12077	0	0	0	0	0	3	1	1	2	0	0	10	0	1	5	0	0	0	1	0	1	8	1	15	4	1	2	0	1	0	0	1	0	2	1	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	3	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	8	3	0
M02808:184:000000000-LYVHM:1:2111:21422:19132	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0
M02808:184:000000000-LYVHM:1:1107:12251:23115	0	0	0	0	0	34	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1103:13351:18207	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:1110:22284:11753	0	0	0	0	0	8	21	0	0	5	0	0	0	0	24	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	18	0	0	0	0	0	19	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:2110:20155:13657	0	0	0	0	0	2	1	0	9	0	0	0	0	0	0	0	0	0	0	11	0	8	3	17	0	0	0	0	0	0	0	15	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:2108:12051:5422	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02808:184:000000000-LYVHM:1:2103:3923:12095	0	0	0	0	0	3	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
