Feature ID	Taxon	Confidence
#q2:types	categorical	categorical
M02808:184:000000000-LYVHM:1:2101:14673:20268;sample=SF6_B1_T4_Root_R1_001.fastq;	Unassigned	0.32581220504633923
M02808:184:000000000-LYVHM:1:1101:20799:20608;sample=SF3_B3_T0_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_B;s__Clostridium_B	0.9999990628165407
M02808:184:000000000-LYVHM:1:2113:25128:19175;sample=SF2_B3_T0_R1_001.fastq;	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium	0.9453643942903751
M02808:184:000000000-LYVHM:1:1113:23079:14224;sample=SF1_B3_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD	0.9999787777673629
M02808:184:000000000-LYVHM:1:1114:3531:17349;sample=SF3_B2_T4_R1_001.fastq;	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae	0.7661395806759707
M02808:184:000000000-LYVHM:1:1104:8069:8532;sample=SF1_B4_T4_R1_001.fastq;	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia	0.9908187192261895
M02808:184:000000000-LYVHM:1:1112:11751:7315;sample=SF1_B4_T4_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium	0.9920427857758589
M02808:184:000000000-LYVHM:1:1109:8164:22320;sample=SF6_B3_T4_Root_R1_001.fastq;	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales	0.7460437056424135
M02808:184:000000000-LYVHM:1:1112:12509:16953;sample=SF1_B2_T4_R1_001.fastq;	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACRCG01;s__JACRCG01	0.9160410332382107
M02808:184:000000000-LYVHM:1:2104:19546:4139;sample=SF8_B3_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mobilitalea;s__Mobilitalea	0.840983190289979
M02808:184:000000000-LYVHM:1:2111:11428:23435;sample=SF1_B4_T0_Root_R1_001.fastq;	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus	0.9994497600085905
M02808:184:000000000-LYVHM:1:1108:13843:25456;sample=SF3_B1_T0_R1_001.fastq;	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D	0.9158156550132636
M02808:184:000000000-LYVHM:1:1110:14424:16460;sample=SF6_B2_T4_Root_R1_001.fastq;	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__UBA4719	0.9994960621566825
M02808:184:000000000-LYVHM:1:2105:19518:18949;sample=SF4_B1_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Sporomusales_B;f__CTSoil-080;g__CTSoil-080;s__CTSoil-080	0.7858942025582055
M02808:184:000000000-LYVHM:1:2105:25588:7935;sample=SF1_B2_T0_R1_001.fastq;	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia	0.9813818966230948
M02808:184:000000000-LYVHM:1:2103:8887:15096;sample=SF4_B3_T4_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora	0.9997441062148075
M02808:184:000000000-LYVHM:1:2111:13726:26257;sample=SF3_B4_T4_R1_001.fastq;	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium	0.985259184478487
M02808:184:000000000-LYVHM:1:2114:8801:6432;sample=SF3_B4_T0_R1_001.fastq;	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B	0.8892882434981736
M02808:184:000000000-LYVHM:1:2110:13358:25492;sample=SF2_B1_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus	0.999699638945741
M02808:184:000000000-LYVHM:1:2108:17806:23454;sample=SF2_B4_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mobilitalea;s__Mobilitalea	0.9771674655852608
M02808:184:000000000-LYVHM:1:2104:7223:13520;sample=SF4_B3_T4_R1_001.fastq;	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus	0.714160194070049
M02808:184:000000000-LYVHM:1:1101:17018:10033;sample=SF3_B3_T4_R1_001.fastq;	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D	0.919268080656255
M02808:184:000000000-LYVHM:1:2104:18589:8366;sample=SF4_B4_T4_Root_R1_001.fastq;	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACRCG01;s__JACRCG01	0.7977037767416656
M02808:184:000000000-LYVHM:1:2107:9663:15097;sample=SF2_B2_T4_R1_001.fastq;	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium	0.9794669156509415
M02808:184:000000000-LYVHM:1:2103:19311:9419;sample=SF3_B4_T0_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora	0.7294636040555751
M02808:184:000000000-LYVHM:1:1102:11314:25755;sample=SF2_B4_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mobilitalea;s__Mobilitalea	0.7642126941799673
M02808:184:000000000-LYVHM:1:2104:27304:19552;sample=SF8_B2_T0_Root_R1_001.fastq;	d__Archaea	0.817168148229211
M02808:184:000000000-LYVHM:1:2109:7713:10432;sample=SF2_B4_T0_R1_001.fastq;	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACRCG01;s__JACRCG01	0.9986651612440665
M02808:184:000000000-LYVHM:1:2111:6525:6394;sample=SF8_B1_T0_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium	0.9999993169546204
M02808:184:000000000-LYVHM:1:2107:22422:20134;sample=SF4_B3_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mobilitalea;s__Mobilitalea	0.9181474105085636
M02808:184:000000000-LYVHM:1:1108:22696:18383;sample=SF1_B1_T0_R1_001.fastq;	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc_B;s__Nostoc_B	0.897521495508819
M02808:184:000000000-LYVHM:1:1104:5781:18577;sample=SF4_B1_T4_R1_001.fastq;	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Skermanella;s__Skermanella	0.9999997748116384
M02808:184:000000000-LYVHM:1:2114:18415:19095;sample=SF4_B4_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium	0.9883521661264373
M02808:184:000000000-LYVHM:1:1103:16745:19011;sample=SF3_B1_T4_R1_001.fastq;	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria	0.8297905264398115
M02808:184:000000000-LYVHM:1:2103:24527:22996;sample=SF3_B2_T4_R1_001.fastq;	Unassigned	0.4179163899473689
M02808:184:000000000-LYVHM:1:1108:6491:22075;sample=SF3_B4_T4_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mobilitalea;s__Mobilitalea	0.7136166542775023
M02808:184:000000000-LYVHM:1:1105:12357:7446;sample=SF4_B2_T4_Root_R1_001.fastq;	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium	0.9464139755074914
M02808:184:000000000-LYVHM:1:1110:5044:24310;sample=SF2_B2_T0_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna	0.9716452995616612
M02808:184:000000000-LYVHM:1:2103:16310:18159;sample=SF3_B4_T0_Root_R1_001.fastq;	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71	0.8733224159624278
M02808:184:000000000-LYVHM:1:1102:13941:19985;sample=SF1_B4_T0_Root_R1_001.fastq;	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__UBA4719	0.9996698568214973
M02808:184:000000000-LYVHM:1:1108:8958:20377;sample=SF2_B3_T0_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora	0.9999989042140704
M02808:184:000000000-LYVHM:1:2105:24493:11606;sample=SF6_B3_T4_Root_R1_001.fastq;	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__UBA4719	0.9995716460540607
M02808:184:000000000-LYVHM:1:1103:21291:8782;sample=SF2_B2_T4_Root_R1_001.fastq;	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D	0.7241878688981854
M02808:184:000000000-LYVHM:1:1101:25663:12695;sample=SF1_B2_T4_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_I;s__Clostridium_I	0.9999911599042773
M02808:184:000000000-LYVHM:1:1114:10586:27314;sample=SF3_B4_T4_R1_001.fastq;	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales	0.9997418115454463
M02808:184:000000000-LYVHM:1:2112:17102:18650;sample=SF6_B1_T0_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD	0.9999990073346037
M02808:184:000000000-LYVHM:1:2104:10625:23649;sample=SF1_B1_T4_R1_001.fastq;	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACRCG01;s__JACRCG01	0.9933050667011386
M02808:184:000000000-LYVHM:1:2114:18581:11177;sample=SF3_B1_T4_Root_R1_001.fastq;	Unassigned	0.38669694758094275
M02808:184:000000000-LYVHM:1:1104:4486:7326;sample=SF6_B3_T4_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium	0.9005999794856642
M02808:184:000000000-LYVHM:1:1113:7532:24461;sample=SF8_B4_T4_Root_R1_001.fastq;	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71	0.9150983380110189
M02808:184:000000000-LYVHM:1:2104:15770:9119;sample=SF1_B2_T4_R1_001.fastq;	d__Archaea	0.8496121384713431
M02808:184:000000000-LYVHM:1:1101:23733:20223;sample=SF3_B3_T0_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia	0.9938739232612166
M02808:184:000000000-LYVHM:1:1112:19207:25061;sample=SF4_B2_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus	0.9998588140037895
M02808:184:000000000-LYVHM:1:1102:12321:16778;sample=SF2_B1_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Acetivibrionales;f__DSM-27016;g__Ruminiclostridium;s__Ruminiclostridium	0.8168076570302562
M02808:184:000000000-LYVHM:1:2108:5787:6890;sample=SF2_B1_T4_R1_001.fastq;	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia	0.989874470550776
M02808:184:000000000-LYVHM:1:1108:16370:23080;sample=SF4_B2_T4_Root_R1_001.fastq;	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__UBA4719	0.9999820692098408
M02808:184:000000000-LYVHM:1:2105:12570:17123;sample=SF6_B3_T0_R1_001.fastq;	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus	0.9996918507822791
M02808:184:000000000-LYVHM:1:1109:21321:8967;sample=SF2_B2_T4_R1_001.fastq;	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium	0.9070808875456301
M02808:184:000000000-LYVHM:1:2106:28065:10285;sample=SF1_B4_T0_R1_001.fastq;	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus	0.9999172637428794
M02808:184:000000000-LYVHM:1:1110:17756:22696;sample=SF4_B4_T4_Root_R1_001.fastq;	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula	0.8890714563560144
M02808:184:000000000-LYVHM:1:1108:18373:9195;sample=SF6_B1_T4_Root_R1_001.fastq;	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACRCG01;s__JACRCG01	0.9936604712163859
M02808:184:000000000-LYVHM:1:1108:21500:19166;sample=SF3_B1_T4_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD	0.9999993550998544
M02808:184:000000000-LYVHM:1:1104:3297:13640;sample=SF2_B1_T0_R1_001.fastq;	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus	0.9983150351097232
M02808:184:000000000-LYVHM:1:2106:15578:20082;sample=SF8_B1_T0_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Propionisporales;f__DSM-13327;g__Pelosinus;s__Pelosinus	0.9168464677787034
M02808:184:000000000-LYVHM:1:1108:6008:17573;sample=SF6_B2_T0_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia	0.9603017626162811
M02808:184:000000000-LYVHM:1:2107:11577:16779;sample=SF2_B1_T4_Root_R1_001.fastq;	d__Archaea	0.9194590132076739
M02808:184:000000000-LYVHM:1:2102:11686:13525;sample=SF2_B3_T4_Root_R1_001.fastq;	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D	0.7534904569575404
M02808:184:000000000-LYVHM:1:1102:23063:11920;sample=SF8_B2_T4_Root_R1_001.fastq;	d__Bacteria	0.7070549896043353
M02808:184:000000000-LYVHM:1:2112:18285:22165;sample=SF2_B3_T4_R1_001.fastq;	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__CAIPTY01;s__CAIPTY01	0.7365884227129653
M02808:184:000000000-LYVHM:1:2109:20410:2753;sample=SF1_B3_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus	0.9583805797986177
M02808:184:000000000-LYVHM:1:1113:12965:4746;sample=SF1_B2_T0_R1_001.fastq;	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus	0.9999989059101909
M02808:184:000000000-LYVHM:1:1110:22024:16543;sample=SF4_B3_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium	0.9887968960750068
M02808:184:000000000-LYVHM:1:1108:11179:14064;sample=SF3_B3_T0_R1_001.fastq;	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium	0.9451658831781412
M02808:184:000000000-LYVHM:1:1114:23157:23259;sample=SF4_B3_T0_R1_001.fastq;	d__Bacteria	0.8122504932260852
M02808:184:000000000-LYVHM:1:1101:11626:12957;sample=SF1_B2_T0_R1_001.fastq;	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACRCG01;s__JACRCG01	0.9813314163515708
M02808:184:000000000-LYVHM:1:1112:24529:23264;sample=SF4_B1_T4_Root_R1_001.fastq;	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D	0.8199129992231705
M02808:184:000000000-LYVHM:1:1108:7981:6289;sample=SF8_B1_T0_Root_R1_001.fastq;	Unassigned	0.30261401537078025
M02808:184:000000000-LYVHM:1:1107:8774:21012;sample=SF3_B1_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.8912291489965624
M02808:184:000000000-LYVHM:1:1114:27689:16155;sample=SF8_B1_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora	0.9998984670867781
M02808:184:000000000-LYVHM:1:1103:19371:12660;sample=SF1_B4_T0_R1_001.fastq;	d__Bacteria	0.9548979323504863
M02808:184:000000000-LYVHM:1:2107:7698:13124;sample=SF6_B2_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Propionisporales;f__DSM-13327;g__Pelosinus;s__Pelosinus	0.9412628348540631
M02808:184:000000000-LYVHM:1:2114:7099:13664;sample=SF6_B4_T0_R1_001.fastq;	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus	0.9998036406065843
M02808:184:000000000-LYVHM:1:1106:7428:5846;sample=SF1_B1_T4_R1_001.fastq;	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus	0.999988538029931
M02808:184:000000000-LYVHM:1:1114:6088:12627;sample=SF4_B2_T4_Root_R1_001.fastq;	Unassigned	0.39007586663361926
M02808:184:000000000-LYVHM:1:2112:26609:19875;sample=SF6_B4_T4_Root_R1_001.fastq;	Unassigned	0.5862743668680537
M02808:184:000000000-LYVHM:1:1110:19340:12145;sample=SF3_B4_T0_Root_R1_001.fastq;	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geotalea;s__Geotalea	0.7299035603861137
M02808:184:000000000-LYVHM:1:2103:19205:4984;sample=SF1_B3_T0_R1_001.fastq;	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	0.9932096979882864
M02808:184:000000000-LYVHM:1:2107:10877:13735;sample=SF2_B2_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus	0.9999902431603038
M02808:184:000000000-LYVHM:1:2108:5829:22462;sample=SF8_B3_T0_R1_001.fastq;	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus	0.8990975497689093
M02808:184:000000000-LYVHM:1:1101:9445:5832;sample=SF6_B3_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna	0.9036319897248568
M02808:184:000000000-LYVHM:1:1104:12375:22466;sample=SF6_B3_T0_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mobilitalea;s__Mobilitalea	0.7023451229667474
M02808:184:000000000-LYVHM:1:1106:14764:15100;sample=SF6_B3_T4_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mobilitalea;s__Mobilitalea	0.8830110595055238
M02808:184:000000000-LYVHM:1:1107:5332:12248;sample=SF8_B2_T0_Root_R1_001.fastq;	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D	0.7738265858110779
M02808:184:000000000-LYVHM:1:1102:5228:14776;sample=SF4_B2_T4_Root_R1_001.fastq;	d__Bacteria	0.8161897042675773
M02808:184:000000000-LYVHM:1:2112:11102:16358;sample=SF2_B3_T4_Root_R1_001.fastq;	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACRCG01;s__JACRCG01	0.9997054209709278
M02808:184:000000000-LYVHM:1:2103:17485:11550;sample=SF1_B1_T0_R1_001.fastq;	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__UBA4719	0.9998310112332616
M02808:184:000000000-LYVHM:1:1110:14615:14890;sample=SF1_B4_T0_Root_R1_001.fastq;	Unassigned	0.3880849058750352
M02808:184:000000000-LYVHM:1:1112:18159:26837;sample=SF1_B4_T0_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mobilitalea;s__Mobilitalea	0.7160413482006496
M02808:184:000000000-LYVHM:1:2108:15277:13521;sample=SF8_B2_T4_R1_001.fastq;	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus	0.9999789830136427
M02808:184:000000000-LYVHM:1:2107:22380:5079;sample=SF2_B3_T4_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_I;s__Clostridium_I	0.9999994972307448
M02808:184:000000000-LYVHM:1:2104:20194:8534;sample=SF4_B2_T0_R1_001.fastq;	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium	0.7988819877992055
M02808:184:000000000-LYVHM:1:2113:25598:11550;sample=SF8_B4_T0_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.9880034608400311
M02808:184:000000000-LYVHM:1:1109:21309:9211;sample=SF2_B2_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna	0.8928220750677628
M02808:184:000000000-LYVHM:1:1113:20537:13606;sample=SF2_B4_T0_R1_001.fastq;	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71	0.9869731418195311
M02808:184:000000000-LYVHM:1:1102:17201:16729;sample=SF1_B1_T0_Root_R1_001.fastq;	Unassigned	0.3548416645839523
M02808:184:000000000-LYVHM:1:1105:21019:17518;sample=SF1_B4_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Propionisporales;f__DSM-13327;g__Pelosinus;s__Pelosinus	0.9999986874039823
M02808:184:000000000-LYVHM:1:1111:23561:20264;sample=SF4_B4_T4_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_I;s__Clostridium_I	0.9999523145951658
M02808:184:000000000-LYVHM:1:1111:19125:18443;sample=SF1_B4_T0_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Acetivibrionales_A;f__DSM-8532;g__Thermoclostridium_A;s__Thermoclostridium_A	0.7653333571885892
M02808:184:000000000-LYVHM:1:2111:6729:12305;sample=SF1_B4_T4_R1_001.fastq;	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae	0.9998722360728082
M02808:184:000000000-LYVHM:1:2107:5763:12131;sample=SF8_B3_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus	0.9996234226608764
M02808:184:000000000-LYVHM:1:1104:13222:19623;sample=SF1_B2_T0_Root_R1_001.fastq;	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus	0.9994715213087938
M02808:184:000000000-LYVHM:1:2112:6509:16837;sample=SF8_B2_T0_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus	0.9999855499600969
M02808:184:000000000-LYVHM:1:1111:2548:12690;sample=SF1_B3_T0_Root_R1_001.fastq;	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus	0.9999999882587361
M02808:184:000000000-LYVHM:1:2103:15485:16943;sample=SF8_B4_T0_R1_001.fastq;	Unassigned	0.4672179419173952
M02808:184:000000000-LYVHM:1:2108:12402:24732;sample=SF3_B3_T0_Root_R1_001.fastq;	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71	0.940140467139649
M02808:184:000000000-LYVHM:1:2103:19470:16668;sample=SF1_B1_T0_R1_001.fastq;	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria	0.9006149473691516
M02808:184:000000000-LYVHM:1:1101:6324:16365;sample=SF8_B1_T0_R1_001.fastq;	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus	0.9995499758130647
M02808:184:000000000-LYVHM:1:1109:4340:21620;sample=SF6_B1_T4_Root_R1_001.fastq;	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.7094779728380388
